,,,,,,,,,,,,,,,"Do not use in model, ok to use to test",
CY13JUJ,2021-05-24,good,7.8,"104,000",2,none,Volvo,V60,Automatic,Diesel,Black,Estate,"£5,177",,"£4,038","£5,250"
MW11FCM,2021-05-24,average,9.9,"94,000",2,none,Nissan,Micra,Manual,Petrol,Black,Hatchback,£842,,£525,£900
NX63BVC,2021-05-24,average,7.7,"70,000",2,none,Citroen,C4,Manual,Diesel,White,Hatchback,"£2,366",,£310,"£2,150"
BV60KPE,2021-05-24,poor,10.7,"74,000",1,none,Mazda,Mazda3,Manual,Petrol,Black,Hatchback,"£2,017",,"£1,230","£1,550"
WN10KPA,2021-05-24,good,11.2,"67,000",1,full,Toyota,Prius,Automatic,Petrol Hybrid,Blue,Hatchback,"£4,521",,"£4,151","£4,775"
DE60LWK,2021-05-24,average,10.7,"86,000",1,partial,Mercedes-Benz,CLC Class,Automatic,Diesel,Silver,Coupe,"£2,594",,"£2,160","£2,400"
KM64FDC,2021-05-24,good,6.5,"42,850",1,full,Peugeot,208,Manual,Petrol,Blue,Hatchback,"£3,362",,"£3,248","£3,700"
SW12CDN,2021-05-24,poor,9,"81,857",2,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,"£1,196",,£522,£925
P90SHL,2021-05-24,excellent,5.7,"68,000",1,full,Mercedes-Benz,A Class,Automatic,Diesel,White,Hatchback,"£10,987",,"£12,000","£11,900"
EK11GKL,2021-05-24,average,10.1,"54,000",0,full,Volkswagen,Golf,Manual,Petrol,Silver,Hatchback,"£3,701",,"£3,352","£3,800"
RK59OYE,2021-05-24,average,11.7,"68,417",3,full,Fiat,500C,Manual,Petrol,Red,Convertible,"£2,227",,"£1,603","£1,750"
HG10XDS,2021-05-24,poor,10.9,"205,000",1,none,Ford,Focus,Manual,Diesel,Blue,Estate,£150,,£50,£225
PJ10OCE,2021-05-24,poor,10.9,"31,506",1,full,Volkswagen,Polo,Manual,Petrol,Red,Hatchback,"£2,841",,"£1,968","£2,275"
WM65KVD,2021-05-24,good,5.4,"45,000",1,full,Hyundai,i10,Manual,Petrol,White,Hatchback,"£2,742",,"£2,389","£2,900"
EN56OUO,2021-05-24,poor,14.3,"140,000",2,partial,Ford,S-Max,Manual,Diesel,Grey,MPV,£516,,£487,£700
WK11YHX,2021-05-24,good,10,"48,200",1,full,MINI,Hatch,Manual,Diesel,Blue,Hatchback,"£3,462",,"£3,248","£3,700"
YR12LCV,2021-05-24,average,9.2,"56,000",1,none,Toyota,Auris,Manual,Petrol,Blue,Hatchback,"£2,671",,"£2,012","£2,675"
OE10OCN,2021-05-24,excellent,10.9,"114,000",4,full,Audi,A6 Saloon,Manual,Diesel,Silver,Saloon,"£2,530",,"£2,850","£2,950"
OY66KPL,2021-05-24,good,4.7,"77,000",3,full,Peugeot,508 SW,Automatic,Diesel,Grey,Estate,"£8,002",,"£6,319","£8,000"
YE12ZGB,2021-05-24,good,9,"77,000",2,partial,Land Rover,Range Rover Evoque,Automatic,Diesel,Brown,SUV,"£11,508",,"£10,519","£11,500"
LF03BUZ,2021-05-24,good,4.3,"40,000",0,full,Vauxhall,Viva,Manual,Petrol,Blue,Hatchback,"£3,698",,"£3,173","£3,650"
LG13SOE,2021-05-24,good,8.2,"39,955",0,full,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,"£3,549",,"£3,039","£3,350"
MF08VBO,2021-05-24,poor,13.2,"43,100",2,partial,Citroen,C1,Manual,Petrol,Black,Hatchback,"£1,004",,£380,£575
RX63FPO,2021-05-24,good,7.7,"85,000",0,full,Hyundai,Santa Fe,Automatic,Diesel,Black,SUV,"£9,508",,"£8,981","£10,450"
N11CUA,2021-05-24,average,11.9,"127,000",2,partial,Audi,A3 Cabriolet,Manual,Petrol,White,Convertible,"£2,117",,"£1,633","£1,950"
CV59EEU,2021-05-24,average,11.7,"145,700",0,partial,Volkswagen,Golf,Manual,Petrol,Silver,Hatchback,£956,,£643,"£1,050"
LL10DVA,2021-05-24,poor,11,"130,000",1,partial,Ford,Focus,Automatic,Diesel,Silver,Hatchback,£881,,£663,£925
DU62NTL,2021-05-24,good,8.7,"36,000",1,partial,Toyota,Yaris,Manual,Petrol,White,Hatchback,"£3,625",,"£3,109","£3,900"
M60GJA,2021-05-24,good,9.9,"50,000",1,full,Volkswagen,Golf,Automatic,Diesel,Blue,Hatchback,"£4,705",,"£4,332","£4,825"
CY13JUJ,2021-05-24,good,7.8,"104,200",4,none,Volvo,V60,Automatic,Diesel,Black,Estate,"£5,168",,"£3,939","£4,825"
M666GTN,2021-05-24,good,13.7,"83,000",2,full,BMW,3 Series,Manual,Petrol,Black,Convertible,"£3,368",,"£3,532","£3,500"
BD64BTZ,2021-05-24,poor,6.6,"181,000",0,partial,Audi,A4,Automatic,Diesel,Silver,Saloon,"£3,312",,"£2,103","£3,050"
DE13JYP,2021-05-24,poor,8,"74,000",2,partial,Nissan,Qashqai,Manual,Petrol,White,SUV,"£4,612",,"£3,979","£3,975"
EJ57XNN,2021-05-24,good,13.6,"115,000",2,partial,BMW,5 Series,Automatic,Diesel,Black,Saloon,"£2,571",,"£2,240","£2,650"
CY57NDD,2021-05-24,good,13.5,"106,000",2,partial,Toyota,RAV4,Manual,Diesel,Black,SUV,"£1,898",,"£1,462","£2,000"
KS13YLB,2021-05-24,good,7.9,"58,000",2,partial,Citroen,DS4,Automatic,Diesel,Black,Hatchback,"£3,339",,"£2,982","£4,300"
LY14RTV,2021-05-24,good,6.8,"68,500",1,full,Audi,A4,Manual,Petrol,Grey,Saloon,"£6,121",,"£6,363","£7,050"
BJ10XHL,2021-05-24,average,11,"77,850",2,full,Chrysler,300C,Automatic,Diesel,Blue,Estate,"£2,832",,"£3,136","£3,825"
LS64TYB,2021-05-24,good,6.7,"20,000",0,full,Suzuki,Alto,Manual,Petrol,Red,Hatchback,"£2,388",,"£1,781","£2,300"
WG65PKX,2021-05-24,good,5.7,"44,000",1,full,Suzuki,Swift,Manual,Petrol,White,Hatchback,"£3,759",,"£3,411","£3,525"
L26TAJ,2021-05-24,good,6.8,"123,000",1,partial,BMW,2 Series,Manual,Diesel,Black,Coupe,"£4,833",,"£4,584","£5,600"
DY59DNE,2021-05-24,good,11.7,"69,979",4,partial,BMW,3 Series,Manual,Diesel,Silver,Coupe,"£4,474",,"£3,573","£4,225"
L888JEC,2021-05-24,average,13.7,"130,000",4,none,Peugeot,308,Manual,Diesel,Silver,Hatchback,£231,,£356,£475
SC56XEM,2021-05-24,poor,14.3,"93,000",4,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,£262,,£197,£250
DS60FWX,2021-05-24,good,10.4,"96,000",3,none,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,"£1,267",,£936,"£1,475"
AP07MTY,2021-05-25,average,14.2,"53,000",3,none,Ford,Ka,Manual,Petrol,Blue,Hatchback,£176,,£50,£275
DA60HSD,2021-05-25,average,10.4,"82,000",3,none,Vauxhall,Corsa,Manual,Petrol,Red,Hatchback,"£1,047",,£665,£950
KV57LZF,2021-05-25,good,13.7,"76,000",3,partial,Mercedes-Benz,B Class,Automatic,Diesel,Blue,Hatchback,"£1,533",,"£1,135","£1,425"
WU09JHH,2021-05-25,average,12.1,"152,000",4,partial,Audi,Q5,Manual,Diesel,Black,SUV,"£3,514",,"£2,724","£3,100"
LN62VXL,2021-05-25,good,8.7,"130,000",2,partial,Peugeot,508 SW,Manual,Diesel,Blue,Estate,"£1,699",,"£1,348","£1,875"
C8LCE,2021-05-25,good,5.3,"72,000",1,partial,Volkswagen,Golf,Manual,Diesel,Black,Hatchback,"£10,647",,"£10,288","£10,500"
TN07PZD,2021-05-25,poor,13.9,"89,000",1,partial,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,"£4,098",,"£3,054","£2,675"
HV62USY,2021-05-25,poor,8.4,"76,461",2,partial,Renault,Grand Scenic,Manual,Diesel,Bronze,MPV,"£2,780",,"£1,968","£2,075"
YD60PKJ,2021-05-25,good,10.6,"52,500",3,partial,Mazda,Mazda2,Manual,Petrol,Black,Hatchback,"£2,169",,"£2,472","£2,050"
VO12FUJ,2021-05-25,good,9.2,"55,000",2,full,Volkswagen,Golf,Manual,Diesel,Blue,Hatchback,"£4,618",,"£4,038","£4,375"
EN14MLX,2021-05-25,excellent,6.9,"45,693",1,partial,Smart,fortwo,Automatic,Petrol,White,Convertible,"£3,199",,"£4,500","£4,150"
VA13RMX,2021-05-25,average,7.7,"44,000",2,partial,Nissan,Juke,Manual,Diesel,White,SUV,"£4,441",,"£3,316","£4,700"
DG61NPE,2021-05-25,average,9.7,"45,000",1,full,Ford,Fiesta,Automatic,Petrol,Red,Hatchback,"£4,047",,"£3,626","£3,650"
LB14FXD,2021-05-25,good,6.8,"135,000",3,none,BMW,1 Series,Manual,Diesel,White,Hatchback,"£3,295",,"£2,547","£3,950"
DY10ZTL,2021-05-25,poor,11.2,"85,000",2,none,Vauxhall,Meriva,Manual,Petrol,Black,MPV,£484,,£249,£375
OU15XAJ,2021-05-25,good,6.2,"55,000",4,full,SEAT,Leon,Automatic,Diesel,Silver,Estate,"£7,555",,"£6,418","£6,950"
YT59XKO,2021-05-25,good,11.7,"78,500",2,partial,Chevrolet,Lacetti,Manual,Petrol,Silver,Estate,£169,,£356,£450
HY06NPC,2021-05-25,good,15.2,"107,000",3,partial,Renault,Clio,Manual,Petrol,Red,Hatchback,£160,,£103,£325
YP11HCV,2021-05-25,good,10.1,"78,250",3,partial,Fiat,Punto Evo,Manual,Petrol,Red,Hatchback,£924,,£816,"£1,000"
FE60PWJ,2021-05-25,average,10.7,"96,060",1,partial,Nissan,Qashqai,Manual,Petrol,White,SUV,"£2,119",,"£1,544","£2,250"
YF16SVY,2021-05-25,poor,4.9,"76,100",1,full,BMW,1 Series,Automatic,Diesel,Blue,Hatchback,"£7,376",,"£5,802","£6,400"
YB07DZS,2021-05-25,good,13.9,"88,600",3,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,£382,,£398,£475
EO63UAC,2021-05-25,poor,7.7,"102,000",3,full,Peugeot,308,Manual,Diesel,Blue,Hatchback,"£1,687",,"£1,055","£1,400"
DN11OAD,2021-05-25,good,10.1,"90,000",2,full,Vauxhall,Insignia,Manual,Petrol,Grey,Hatchback,"£1,047",,£767,"£1,225"
YY08DDL,2021-05-25,average,13.2,"117,000",3,partial,Audi,A4,Automatic,Diesel,Blue,Saloon,"£1,859",,"£1,638","£2,225"
GN13XLL,2021-05-25,excellent,8.2,"130,000",1,full,Audi,A4,Automatic,Diesel,Blue,Saloon,"£3,861",,"£4,110","£4,150"
YR61CGG,2021-05-25,average,9.7,"84,205",1,full,Audi,A4,Manual,Diesel,White,Saloon,"£5,969",,"£8,344","£6,200"
X15BRO,2021-05-25,good,8.4,"48,000",3,full,MINI,Hatch,Automatic,Petrol,Red,Hatchback,"£6,415",,"£5,256","£6,050"
LO61HWA,2021-05-25,excellent,9.4,"90,150",1,full,Vauxhall,Astra,Manual,Diesel,Silver,Hatchback,"£1,518",,"£2,000","£1,750"
LF03BUZ,2021-05-25,good,4.3,"41,000",0,full,Vauxhall,Viva,Manual,Petrol,Blue,Hatchback,"£3,675",,"£3,173","£3,625"
MA17HFJ,2021-05-25,good,4.2,"68,500",1,partial,Ford,Fiesta,Manual,Petrol,White,Hatchback,"£4,042",,"£3,618","£4,025"
YB65CXU,2021-05-25,excellent,5.7,"53,000",4,full,Land Rover,Range Rover Sport,Automatic,Petrol,Blue,SUV,"£39,481",,"£33,000","£36,200"
YX10OXM,2021-05-25,good,11.2,"83,000",1,full,Peugeot,308 CC,Manual,Petrol,Black,Convertible,"£1,381",,"£1,019","£1,175"
FY61JAU,2021-05-25,poor,9.5,"76,000",2,partial,Mitsubishi,Colt,Automatic,Petrol,Blue,Hatchback,"£1,328",,£935,"£1,075"
WU62XLO,2021-05-25,good,8.7,"72,200",1,full,Nissan,Qashqai+2,Manual,Diesel,Black,SUV,"£5,082",,"£4,603","£5,100"
GF11BXS,2021-05-25,average,10.1,"147,000",1,partial,Nissan,Qashqai,Manual,Petrol,Grey,SUV,"£1,488",,"£1,450","£1,725"
LC60VGO,2021-05-25,good,10.5,"120,400",1,partial,MINI,Hatch,Manual,Diesel,White,Hatchback,"£1,045",,"£1,029","£1,400"
SV62XAU,2021-05-25,average,8.7,"79,000",3,full,MINI,Countryman,Manual,Diesel,Blue,SUV,"£5,195",,"£3,887","£4,250"
ND10AYH,2021-05-25,average,11,"155,000",3,partial,Nissan,Qashqai,Manual,Diesel,Silver,SUV,"£1,369",,£938,"£1,375"
KY07KHC,2021-05-25,average,14.2,"107,000",2,full,Peugeot,207,Manual,Petrol,Blue,Hatchback,£150,,£50,£275
GX15XLA,2021-05-25,poor,6.2,"25,560",0,full,Dacia,Sandero Stepway,Manual,Petrol,Blue,Hatchback,"£3,545",,"£2,696","£3,300"
MT63UXM,2021-05-25,average,7.3,"173,000",1,partial,Volkswagen,Passat,Manual,Diesel,Grey,Saloon,"£1,937",,"£1,446","£2,025"
YN56UXP,2021-05-25,average,14.4,"133,000",4,none,Vauxhall,Corsa,Manual,Diesel,Silver,Hatchback,£150,,£50,£300
WR12OOH,2021-05-25,poor,8.9,"92,000",0,full,Vauxhall,Corsa,Manual,Petrol,Grey,Hatchback,"£1,077",,"£1,175",£800
DY06EBM,2021-05-25,good,15.2,"100,000",3,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,£164,,£50,£300
OM11LAD,2021-05-25,good,9.1,"63,500",1,full,Lexus,CT 200h,Automatic,Petrol Hybrid,Black,Hatchback,"£6,967",,"£6,239","£6,050"
WA15UGX,2021-05-25,good,6.2,"72,385",1,full,Kia,Ceed,Manual,Diesel,White,Hatchback,"£4,037",,"£3,619","£4,600"
RJ13UHN,2021-05-25,excellent,7.9,"86,000",1,full,Audi,A7,Automatic,Diesel,Grey,Hatchback,"£10,133",,"£10,395","£10,850"
AU63MVW,2021-05-25,poor,7.6,"150,000",2,partial,Vauxhall,Insignia,Manual,Diesel,White,Hatchback,"£1,506",,£882,"£1,100"
KU13YOR,2021-05-25,average,7.7,"72,000",3,full,BMW,1 Series,Manual,Diesel,Black,Hatchback,"£5,303",,"£4,087","£5,000"
AU15OLX,2021-05-25,average,6.2,"66,000",1,partial,Vauxhall,ADAM,Manual,Petrol,White,Hatchback,"£3,176",,"£2,652","£3,125"
YF61HHU,2021-05-25,average,9.5,"118,500",2,partial,Land Rover,Range Rover Evoque,Automatic,Diesel,Grey,SUV,"£10,473",,"£8,978","£9,400"
YH69ZDA,2021-05-25,excellent,1.6,"17,680",2,full,BMW,7 Series,Automatic,Petrol Plug-in Hybrid,Black,Saloon,"£45,256",,"£47,155","£43,500"
FX64KVC,2021-05-25,good,6.7,"122,000",1,partial,Mercedes-Benz,E Class,Automatic,Diesel,White,Saloon,"£5,974",,"£5,171","£6,500"
MA63DNF,2021-05-25,average,7.6,"40,000",1,partial,Jaguar,XF,Automatic,Diesel,Grey,Estate,"£10,803",,"£9,071","£10,250"
RO62PXZ,2021-05-25,good,8.7,"82,000",2,partial,Citroen,C4,Automatic,Petrol,Grey,Hatchback,"£2,265",,"£2,348","£2,175"
LL60MME,2021-05-25,poor,10.3,"30,000",1,partial,Fiat,500,Manual,Petrol,Black,Hatchback,"£2,465",,"£1,604","£1,850"
SR64DFX,2021-05-25,excellent,6.4,"70,500",3,full,Volkswagen,Golf,Manual,Petrol,White,Hatchback,"£10,886",,"£11,680","£11,500"
KN63JKX,2021-05-25,good,7.7,"117,000",3,full,Citroen,DS5,Automatic,Diesel,White,Hatchback,"£3,760",,"£3,233","£4,375"
HG08DXX,2021-05-25,poor,13.1,"97,250",2,partial,Renault,Grand Scenic,Automatic,Petrol,Black,Hatchback,£317,,£205,£350
RK63VYW,2021-05-25,good,7.7,"47,800",1,partial,Audi,A3,Manual,Diesel,Silver,Hatchback,"£6,541",,"£5,943","£7,150"
RV10ZPX,2021-05-25,average,11.2,"101,000",2,partial,MINI,Clubman,Manual,Petrol,Silver,Estate,"£2,452",,"£2,645","£1,950"
LR64FWB,2021-05-25,average,6.6,"68,000",2,none,BMW,3 Series,Automatic,Diesel,Black,Saloon,"£6,977",,"£6,685","£7,350"
PE60CSU,2021-05-25,good,10.6,"92,500",1,partial,Volkswagen,Polo,Manual,Petrol,Black,Hatchback,"£2,113",,"£1,735","£2,400"
CV09PUO,2021-05-25,average,12.2,"65,000",4,full,Renault,Megane,Manual,Petrol,Silver,Hatchback,£813,,£491,£750
WN13PNE,2021-05-25,good,8.2,"49,350",3,full,Fiat,500,Manual,Petrol,Blue,Hatchback,"£2,564",,"£2,063","£2,525"
FJ60UXV,2021-05-25,good,10.4,"29,000",2,full,Mazda,Mazda2,Manual,Petrol,Green,Hatchback,"£2,759",,"£2,224","£2,850"
RF15YLU,2021-05-25,good,5.8,"69,000",1,full,BMW,2 Series Active Tourer,Automatic,Diesel,White,MPV,"£7,301",,"£6,181","£7,550"
NL60GFA,2021-05-25,average,10.7,"83,200",2,partial,Nissan,Qashqai,Manual,Diesel,Black,SUV,"£2,926",,"£2,078","£2,750"
RH09MCL,2021-05-25,good,7,"73,000",1,full,Audi,SQ5,Automatic,Diesel,Black,SUV,"£17,572",,"£17,950","£18,000"
LR64OLT,2021-05-25,average,6.7,"47,000",1,full,Vauxhall,ADAM,Manual,Petrol,Grey,Hatchback,"£3,373",,"£2,887","£3,275"
YN64XOH,2021-05-25,average,6.7,"77,000",2,partial,Volkswagen,Polo,Manual,Petrol,Red,Hatchback,"£3,997",,"£3,294","£3,600"
LS61BXG,2021-05-25,good,9.7,"118,000",1,partial,Volvo,V50,Manual,Diesel,Red,Estate,"£2,448",,"£2,138","£2,425"
DF61FFB,2021-05-25,average,9.3,"75,000",1,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,"£1,294",,£872,"£1,250"
AK56GPZ,2021-05-25,poor,14.7,"84,261",1,full,Peugeot,107,Manual,Petrol,Yellow,Hatchback,£348,,£259,£400
BU13ZFM,2021-05-25,good,7.9,"105,000",1,full,Mercedes-Benz,E Class,Automatic,Diesel Hybrid,Black,Saloon,"£5,313",,"£4,584","£5,400"
SY14NUW,2021-05-25,average,7.2,"40,000",2,partial,SEAT,Ibiza,Manual,Petrol,Blue,Hatchback,"£3,524",,"£3,003","£3,450"
OY13EUW,2021-05-25,poor,8.2,"95,000",3,none,Honda,Civic,Manual,Diesel,White,Hatchback,"£3,736",,"£2,127","£2,650"
GJ60JXG,2021-05-25,poor,10.7,"96,000",2,partial,Citroen,C4,Automatic,Diesel,Grey,Hatchback,"£1,041",,£501,£825
WG09GJZ,2021-05-25,good,11.9,"127,000",3,none,Audi,A3,Manual,Petrol,Black,Hatchback,"£1,247",,"£1,019","£1,625"
MK12ZCJ,2021-05-25,average,9.2,"59,000",4,partial,Toyota,Yaris,Automatic,Petrol,Silver,Hatchback,"£3,793",,"£2,810","£3,325"
VA16WZE,2021-05-25,excellent,4.8,"73,000",0,full,Audi,A7,Automatic,Diesel,Silver,Hatchback,"£15,768",,"£17,000","£17,100"
SK08NAO,2021-05-25,average,13.2,"130,000",1,full,Nissan,Qashqai,Manual,Diesel,Silver,Hatchback,"£1,015",,£738,"£1,000"
YT12FVE,2021-05-25,average,9.2,"136,000",2,partial,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,£486,,£478,£650
LB62YVN,2021-05-25,poor,8.3,"82,000",2,full,Land Rover,Freelander 2,Automatic,Diesel,Black,SUV,"£8,983",,"£7,302","£7,950"
P44DOU,2021-05-25,good,6.4,"92,500",1,partial,Ford,Focus,Manual,Diesel,Blue,Hatchback,"£3,016",,"£2,960","£3,325"
BJ06CUW,2021-05-25,average,15.1,"74,000",2,partial,Peugeot,206,Manual,Petrol,Silver,Hatchback,£150,,£111,£275
YF62ODU,2021-05-25,average,8.4,"134,000",4,partial,MINI,Coupe,Manual,Diesel,Silver,Coupe,"£2,499",,"£1,811","£2,175"
KR10VDZ,2021-05-25,poor,10.9,"125,000",4,none,Peugeot,207,Manual,Petrol,Silver,Hatchback,£150,,£237,£300
NL12KGV,2021-05-25,good,9,"91,000",1,partial,Ford,Focus,Manual,Diesel,White,Hatchback,"£2,305",,"£2,072","£2,650"
YD58OUG,2021-05-25,poor,12.7,"50,375",2,partial,Toyota,Yaris,Manual,Petrol,Grey,Hatchback,"£1,739",,£987,"£1,300"
AD09FME,2021-05-25,excellent,12,"188,500",4,full,Land Rover,Freelander 2,Automatic,Diesel,Green,SUV,"£1,747",,"£6,355","£2,200"
GU57NHV,2021-05-25,average,13.7,"81,800",1,partial,Vauxhall,Zafira,Automatic,Petrol,Turquoise,MPV,£922,,£637,"£1,025"
NA61RFF,2021-05-25,good,9.6,"96,000",1,full,Volkswagen,Golf,Manual,Diesel,Blue,Hatchback,"£3,185",,£834,"£3,375"
KR63NNJ,2021-05-25,good,7.5,"11,100",2,full,Volkswagen,CC,Automatic,Diesel,Grey,Saloon,"£8,900",,"£7,156","£8,350"
OY60VVO,2021-05-25,excellent,10.7,"30,000",1,full,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,"£2,078",,"£2,075","£2,325"
WF15XPH,2021-05-25,good,6.1,"67,650",1,full,Audi,A1,Manual,Diesel,Grey,Hatchback,"£6,630",,"£6,418","£7,100"
YR15NNB,2021-05-25,good,6.1,"118,000",1,partial,Ford,Mondeo,Manual,Diesel,Grey,Hatchback,"£4,034",,"£2,804","£3,700"
LC63OKM,2021-05-25,good,7.3,"45,000",2,full,Kia,Sportage,Automatic,Diesel,Silver,SUV,"£9,182",,"£8,337","£9,900"
LY11AVC,2021-05-25,poor,9.9,"106,000",2,full,Renault,Megane,Manual,Diesel,Silver,Coupe,£857,,£417,£750
YX11SVC,2021-05-25,good,10.2,"86,000",3,partial,Vauxhall,Zafira,Manual,Petrol,Silver,MPV,"£1,394",,"£1,425","£1,425"
WL65FFH,2021-05-25,excellent,5.7,"53,000",4,full,Land Rover,Range Rover Sport,Automatic,Petrol,Blue,SUV,"£39,481",,"£33,000","£35,900"
FV59BZJ,2021-05-25,good,11.5,"67,000",2,full,Volkswagen,Polo,Manual,Petrol,Black,Hatchback,"£2,503",,"£2,103","£2,750"
NC13BNX,2021-05-25,good,8.1,"55,000",2,partial,Vauxhall,Corsa,Manual,Petrol,Grey,Hatchback,"£2,249",,"£1,542","£2,125"
LT61OGP,2021-05-25,good,9.7,"90,000",2,full,Land Rover,Freelander 2,Automatic,Diesel,Silver,SUV,"£7,038",,"£6,760","£7,000"
YR62PWU,2021-05-25,good,8.7,"57,800",1,full,Ford,Fiesta,Manual,Petrol,Red,Hatchback,"£3,168",,"£2,529","£2,975"
BF12ZWT,2021-05-25,good,9.2,"69,000",2,none,Ford,Focus,Manual,Petrol,Black,Hatchback,"£2,942",,"£2,348","£3,075"
SK61WKW,2021-05-25,average,9.7,"121,000",2,none,Mazda,Mazda6,Manual,Diesel,Black,Hatchback,£704,,£595,"£1,000"
GV08KWZ,2021-05-25,poor,13.1,"96,700",2,partial,Audi,A3,Manual,Diesel,Silver,Hatchback,"£1,109",,£487,"£1,000"
GF58JFZ,2021-05-25,poor,12.5,"58,297",1,full,Vauxhall,Zafira,Automatic,Diesel,Silver,MPV,"£1,476",,£835,"£1,050"
DF12XBE,2021-05-25,average,8.8,"65,000",1,partial,SKODA,Citigo,Manual,Petrol,Silver,Hatchback,"£1,975",,"£1,487","£1,775"
LM59VYT,2021-05-25,good,11.5,"96,000",1,partial,Ford,Mondeo,Manual,Diesel,Grey,Hatchback,"£1,451",,"£1,019","£1,550"
R55ELK,2021-05-25,average,9.6,"95,000",1,partial,BMW,3 Series,Manual,Diesel,Black,Saloon,"£4,739",,"£2,590","£3,400"
DF12AVG,2021-05-25,average,8.8,"125,000",1,partial,Vauxhall,Zafira,Manual,Petrol,Black,MPV,£912,,£608,£900
LD64PAO,2021-05-25,average,6.6,"39,000",3,none,Kia,Rio,Manual,Petrol,White,Hatchback,"£3,143",,"£2,883","£3,175"
YC15YPL,2021-05-25,average,6.1,"75,097",2,partial,Nissan,Qashqai,Manual,Diesel,Blue,SUV,"£6,328",,"£5,634","£6,200"
FP08ZYF,2021-05-25,good,12.9,"181,000",4,full,Audi,A4,Automatic,Diesel,Black,Saloon,£411,,"£1,206","£1,550"
BJ62TCO,2021-05-25,good,8.6,"98,000",1,full,Audi,A3,Manual,Diesel,Silver,Hatchback,"£3,001",,"£2,649","£3,025"
NV08WZX,2021-05-25,good,13,"120,000",4,full,Mazda,Mazda3,Manual,Diesel,Black,Hatchback,£221,,£433,£600
ST64OJE,2021-05-25,good,6.5,"54,400",1,full,Citroen,C3,Manual,Petrol,Red,Hatchback,"£2,566",,"£2,529","£2,500"
RE61TZN,2021-05-25,average,9.3,"139,000",1,partial,Audi,A5,Manual,Diesel,Black,Hatchback,"£3,307",,"£2,470","£3,275"
KV10DWA,2021-05-26,good,11.2,"167,000",2,partial,Volkswagen,CC,Manual,Diesel,Black,Coupe,"£1,345",,"£1,237","£1,575"
LT09JHH,2021-05-26,good,12.2,"81,000",3,full,Vauxhall,Astra,Automatic,Petrol,Blue,Estate,"£1,059",,£811,"£1,225"
DY10ZTL,2021-05-26,poor,11.2,"85,000",2,none,Vauxhall,Meriva,Manual,Petrol,Black,MPV,£491,,£230,£375
HK60FXA,2021-05-26,average,10.4,"66,300",2,full,Renault,Megane,Manual,Petrol,Blue,Coupe,"£2,643",,"£1,297","£2,300"
DY11BXA,2021-05-26,poor,10,"91,807",1,partial,Vauxhall,Astra,Manual,Petrol,Silver,Estate,"£1,568",,£865,"£1,200"
FL08ZSU,2021-05-26,poor,13,"101,000",4,none,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,£248,,£228,£300
FG16VZE,2021-05-26,average,5.1,"111,160",1,partial,Ford,S-Max,Automatic,Diesel,Black,MPV,"£9,645",,"£7,655","£7,900"
MM14RZC,2021-05-26,good,6.9,"70,100",2,full,Audi,A5,Automatic,Diesel,Black,Hatchback,"£7,755",,"£7,919","£8,500"
AF63GYA,2021-05-26,good,7.5,"66,000",1,full,Ford,S-Max,Manual,Diesel,Black,MPV,"£5,474",,"£4,354","£5,700"
LC60EEP,2021-05-26,average,10.6,"83,000",2,full,Volkswagen,Tiguan,Automatic,Diesel,Black,SUV,"£5,133",,"£3,887","£4,700"
RO62LWC,2021-05-26,poor,8.6,"90,000",4,partial,Alfa Romeo,Giulietta,Manual,Diesel,Grey,Hatchback,"£1,931",,£845,"£1,225"
GP57ONN,2021-05-26,poor,13.5,"49,000",2,none,Renault,Clio,Automatic,Petrol,Silver,Hatchback,"£1,430",,£554,£925
KN62WTF,2021-05-26,average,8.6,"71,000",2,partial,Peugeot,208,Manual,Petrol,Blue,Hatchback,"£1,734",,"£1,351","£1,750"
PK58WSU,2021-05-26,poor,12.5,"75,500",1,partial,Volkswagen,Golf,Manual,Diesel,Blue,Hatchback,"£1,876",,"£1,176","£1,400"
SN14CWT,2021-05-26,poor,7.1,"117,000",2,partial,Vauxhall,Insignia,Manual,Diesel,Red,Hatchback,"£2,405",,"£1,533","£1,950"
MT12OZM,2021-05-26,average,8.9,"64,000",4,full,Volkswagen,Golf,Automatic,Diesel,Silver,Hatchback,"£4,480",,"£5,257","£4,025"
BK63NKO,2021-05-26,good,7.7,"42,500",2,partial,Toyota,Yaris,Manual,Petrol,White,Hatchback,"£3,712",,"£2,892","£3,900"
LD13GYT,2021-05-26,excellent,8.1,"67,000",4,none,Hyundai,ix35,Manual,Petrol,Silver,SUV,"£4,118",,"£4,215","£4,225"
CK62GLJ,2021-05-26,average,8.7,"38,300",1,partial,Citroen,C3,Manual,Petrol,Blue,Hatchback,"£2,439",,"£1,454","£1,775"
